disease,name,n_terms,sum,mean_dist,max_dist,min_dist,std_dist
2311,GPR143 (OMIM:300814),24,1333.5245942668237,4.831610848792839,8.5817842101322,0.150900650815032,1.6836484973228931
2312,GPR156 (OMIM:620551),13,384.9662142384941,4.935464285108899,8.810625430682554,0.3980917516456417,2.003590762969452
2313,GPR179 (OMIM:614565),21,1047.581862832929,4.988485061109185,8.40341664421445,0.00014468862235090667,1.729865860609562
2314,GPR68 (OMIM:617217),20,779.1078357128931,4.100567556383648,7.758403407027391,0.0012508654631617168,1.8565050430495065
2315,GPR88 (OMIM:616939),18,641.3916742019553,4.192102445764414,8.09409310310133,0.13307267511849236,1.4647846557970032
2316,GPRASP2 (OMIM:301018),38,3226.0241471600016,4.588939042901852,8.74832263769285,0.7609453784098479,1.4864368753745647
2317,GPRC5B (OMIM:620447),66,10692.797239441983,4.9849870580149105,8.270459598224548,0.001107639007670092,1.4655381564751477
2318,GPSM2 (OMIM:604213),59,8517.547468570918,4.978110735576223,8.742485678985322,5.9439822204979764e-05,1.6397759243625556
2319,GPT2 (OMIM:616281),89,18387.69284482538,4.695529327074918,8.908085989829646,0.03356323160771202,1.405413406840756
2320,GPX4 (OMIM:250220),129,37858.68277910663,4.585596266849156,8.607235768274458,0.00017796557473134708,1.368862645652959
2321,GRAP (OMIM:618456),7,67.17848022202988,3.198975248668089,4.662535130851787,0.3980917516456417,1.227516412457778
2322,GREB1L (OMIM:617805),27,1644.3568577510086,4.684777372509996,6.9595845149261795,0.0001473428281572063,1.497884962790359
2323,GREB1L (OMIM:619274),13,345.58810094005105,4.430616678718603,7.554360939497258,0.014407477094097808,1.858683694533986
2324,GREM2 (OMIM:617275),19,603.1878492238817,3.527414322946677,5.851748883148228,0.11066115890164985,1.2172822340316811
2325,GRHL2 (OMIM:608641),7,67.17848022202988,3.198975248668089,4.662535130851787,0.3980917516456417,1.227516412457778
2326,GRHL2 (OMIM:616029),75,13416.515838554507,4.834780482361984,9.138993654350442,0.0006982854539680614,1.5389873551495148
2327,GRHL2 (OMIM:618031),11,213.54158568510664,3.882574285183757,7.80852567944143,0.00018580865589602608,1.723305453545534
2328,GRHL3 (OMIM:606713),26,1410.4522427231936,4.339853054532903,7.899644014527421,0.0009189324407240284,1.48963090101073
2329,GRHPR (OMIM:260000),29,1941.5804831538007,4.782217938802465,8.577019279036572,0.2764587257810486,1.7490986962140234
2330,GRIA1 (OMIM:619927),85,16920.025754794475,4.7395030125474715,8.656148970087509,0.00040365502759912876,1.4724080577929175
2331,GRIA1 (OMIM:619931),38,3653.0780064751234,5.196412526991641,8.561740601340013,0.0010976185592787876,1.721059525117067
2332,GRIA2 (OMIM:618917),93,21927.66840791966,5.125682189789542,8.908085989829646,0.0001663034595149971,1.521367324975659
2333,GRIA3 (OMIM:300699),84,17675.00264192509,5.070281882365201,8.526733269908178,0.0005689965370294645,1.5042632535666853
2334,GRIA4 (OMIM:617864),128,41463.09728227019,5.101266890043084,8.941760887040134,0.001107639007670092,1.4304555107799832
2335,GRID2 (OMIM:616204),74,13806.02228491236,5.1114484579460795,8.369548152101572,0.1791986996020799,1.4702407487528524
2336,GRIK2 (OMIM:611092),32,2529.4958114945894,5.099789942529414,8.559925591948033,0.006897913965728082,1.736337022276831
2337,GRIK2 (OMIM:619580),155,63264.89432641721,5.300787124123771,9.11345293491237,0.00037868868455093207,1.4887151987597518
2338,GRIN1 (OMIM:614254),118,36584.412498880396,5.299784513817238,8.655501109890325,0.0003375709275285942,1.4934926672981208
2339,GRIN1 (OMIM:617820),88,18341.61922478381,4.791436579097129,8.915644428508728,0.0005974451415905798,1.4602896880070515
2340,GRIN1 (OMIM:619814),65,9948.856676027917,4.783104171167268,8.860622938536464,0.0001018499913121344,1.5409720556308237
2341,GRIN2A (OMIM:245570),71,13033.910096936595,5.245034244240078,8.908085989829646,0.00040364886229316726,1.5611363360822892
2342,GRIN2B (OMIM:613970),77,13598.823941062157,4.647581661333615,8.908085989829646,0.0022200588947906574,1.5113848818704754
2343,GRIN2B (OMIM:616139),70,12609.798012583595,5.221448452415567,8.915644428508728,0.0001904789742400047,1.6284624246492982
2344,GRIN2D (OMIM:617162),78,14777.324770274256,4.920854069355396,9.013265320832058,0.0005412573883512041,1.5440339941519574
2345,GRIP1 (OMIM:617667),97,21890.945709599095,4.701663597422486,8.354372607531243,0.00010468782252650423,1.3835835429887604
2346,GRK1 (OMIM:613411),9,135.8690043006686,3.7741390083519053,6.562458257553478,0.09341807646618362,1.776513333431763
2347,GRM1 (OMIM:614831),87,20458.02351866058,5.468597572483448,8.836044297437448,2.000000165480742e-10,1.4813912555008268
2348,GRM1 (OMIM:617691),55,7332.041081030985,4.937401401367667,8.552689533309845,0.1470979436354091,1.4631292546428314
2349,GRM6 (OMIM:257270),21,1047.426773463898,4.9877465403042756,8.486933776271572,0.00015500775417016222,1.9017177489216799
2350,GRM7 (OMIM:618922),125,38854.791724212686,5.013521512801637,8.841221118472173,0.0001018499913121344,1.4869481443196668
2351,GRN (OMIM:607485),64,10393.546795148237,5.155529164260038,8.595243471669301,0.00013152737595277557,1.5363563726313874
2352,GRN (OMIM:614706),41,3899.164993498506,4.755079260364032,8.088005355984489,0.000978121968435484,1.463617616770467
2353,GRXCR1 (OMIM:613285),10,171.04182653212058,3.8009294784915686,7.867044916815852,0.0025707430151976655,2.0755858737839117
2354,GRXCR2 (OMIM:615837),13,339.5707918209634,4.353471690012351,7.810172152642902,0.014035786517923171,1.7119088831935694
2355,GSC (OMIM:602471),158,59553.83966061183,4.801567335371429,9.100964310357936,0.002071018648959999,1.4741478660118248
2356,GSDME (OMIM:600994),9,110.19939552136343,3.061094320037873,4.723785436329275,0.0025707430151976655,1.5162221479066724
2357,GSN (OMIM:105120),62,9577.25637242898,5.064651704087244,8.675814621394641,0.0007165373026079224,1.5146309994448144
2358,GSR (OMIM:618660),20,837.896699840893,4.409982630741542,7.268969647615385,0.003512995743305724,1.5730332083840604
2359,GSS (OMIM:231900),23,1069.6125213191567,4.227717475569789,8.619316289903745,0.390265610139474,1.6830057527495739
2360,GSS (OMIM:266130),72,12748.099827332671,4.987519494261608,8.734971781395915,0.0002040016408168527,1.5519636878307974
2361,GSTZ1 (OMIM:617596),5,37.584086749224596,3.7584086749224594,5.86708475630963,1.5815794965532501,1.4953397660800878
2362,GSX2 (OMIM:618646),43,4131.37163293803,4.575162384206013,8.574468905653335,0.0001018499913121344,1.5573892108411023
2363,GTF2E2 (OMIM:616943),87,18707.943781632595,5.000786896988131,9.112851500949079,0.00017449449899708947,1.630215467067412
2364,GTF2H5 (OMIM:616395),128,40003.109548116554,4.921642414876545,8.790698920228277,0.0001657766422300117,1.397899931784054
2365,GTPBP2 (OMIM:617988),149,55997.24961872972,5.078654962699956,8.908085989829646,2.000000165480742e-10,1.449329726997364
2366,GTPBP3 (OMIM:616198),45,4718.297690442797,4.765957263073532,8.865580117766548,0.019538305154274842,1.5486141678031202
2367,GUCA1A (OMIM:602093),26,1453.8307437925978,4.473325365515685,8.361369885950507,0.030896185296058608,1.6791598781284438
2368,GUCA1B (OMIM:613827),13,269.4325376178563,3.45426330279303,6.277352555156919,0.7609453784098479,1.2438575131395813
2369,GUCY1A1 (OMIM:615750),65,10275.946722039549,4.9403590009805525,8.552505221921482,0.003563075713691603,1.6238044828885243
2370,GUCY2C (OMIM:614616),23,1189.9787574844977,4.703473349741097,8.148992031441873,0.0007671796951079812,1.7160019223478524
2371,GUCY2C (OMIM:614665),23,1107.1154245059538,4.375950294489936,7.77737914531771,0.0001530238737765355,1.9968665131249899
2372,GUCY2D (OMIM:204000),78,14723.833837772125,4.903041571019688,8.546329003133296,7.985349342145561e-05,1.5020532180022752
2373,GUCY2D (OMIM:215500),13,321.81716430453724,4.1258610808274,7.169208850037375,2.000000165480742e-10,1.7490395669123837
2374,GUCY2D (OMIM:601777),47,5607.602834469224,5.187421678509921,8.447163633763404,2.000000165480742e-10,1.626502609858866
2375,GUCY2D (OMIM:618555),9,175.31523245648225,4.869867568235618,8.11103846125763,0.0034373272473919594,2.2228981796365503
2376,GUF1 (OMIM:617065),74,13761.890087333994,5.095109251141797,9.060746890807224,0.00011853325674116622,1.5844956719425443
2377,GUSB (OMIM:253220),213,113319.9207269724,5.019041577064948,9.319016492446865,0.0002021111101970747,1.521169574134797
2378,GYG1 (OMIM:613507),38,3297.6682066828307,4.690850934114979,8.564884682381198,0.0001849738499394851,1.6784404128576016
2379,GYG1 (OMIM:616199),44,4875.900467727167,5.154228824235906,9.341146579547122,0.0047290394339655345,1.9865871773635495
2380,GYS1 (OMIM:611556),30,1817.4527497258573,4.178052298220361,8.827092064483484,0.00020110568398922692,1.627624614084409
2381,GYS2 (OMIM:240600),17,644.5878464091354,4.739616517714231,8.094357239421134,0.0001697108093185917,1.8525748139355624
2382,GZF1 (OMIM:617662),70,12274.141629414611,5.082460302035035,9.054649716855387,0.00014468862235090667,1.681338809117268
2383,H1-4 (OMIM:617537),112,29314.122737729598,4.71591421134646,8.885520883428894,0.011607258236768704,1.3810549817349598
2384,H3-3A (OMIM:619720),202,101102.69286431168,4.980182890710393,9.33896172219501,2.000000165480742e-10,1.3940038722725778
2385,H3-3B (OMIM:619721),154,59691.01206768991,5.066718620464299,9.576610568278216,0.000777269837781974,1.5637006180209216
2386,H4C11 (OMIM:619759),82,15995.483265351066,4.816465903448077,8.859556310663885,0.00015294580467822567,1.4338051165319132
2387,H4C3 (OMIM:619758),168,68830.14628596617,4.906625768888378,8.969313948678833,0.00011853325674116622,1.5090852529414196
2388,H4C5 (OMIM:619950),276,202483.98939700253,5.335546492674639,9.072246849774901,0.0001018499913121344,1.4505923287342462
2389,H4C9 (OMIM:619951),194,93661.39085340963,5.003012171006336,8.814653792255434,0.0001213039522527137,1.4172430081712715
2390,H6PD (OMIM:604931),31,2211.8059857549088,4.7565720123761475,8.445862667154104,0.000803149581822378,1.5730787282057432
2391,HAAO (OMIM:617660),114,33573.674595233184,5.2124941150804505,9.062552408228713,0.00026741715183565954,1.6065598810195065
2392,HABP2 (OMIM:616535),7,83.42394165486505,3.972568650231669,6.79237834009239,0.0034659228576150117,1.9054944314731883
2393,HACD1 (OMIM:619967),69,11346.667277532208,4.836601567575536,8.80112056571357,0.0006888527898926093,1.5784793760650113
2394,HACE1 (OMIM:616756),105,28401.85501614352,5.201804948011634,8.810625430682554,0.003303224205639112,1.5634407980070388
2395,HADH (OMIM:231530),55,7780.466301601155,5.239371246869465,8.98070617509259,0.014790337417679274,1.5982590741917573
2396,HADH (OMIM:609975),29,1978.3595409405593,4.872806751085122,8.89849080678128,0.0002791634935974599,1.8848177101416657
2397,HADHA (OMIM:609015),103,27364.867479986475,5.20937892251789,9.209614070713288,0.0004882882588597252,1.522664859839423
2398,HADHA (OMIM:609016),35,2558.177427136209,4.299457860733125,8.34739099324197,0.0004882882588597252,1.427360583395579
2399,HADHB (OMIM:620300),73,13770.825956305769,5.240040318228984,9.073528940927574,0.0010855653860684738,1.7191908388877375
2400,HAGH (OMIM:614033),4,16.230538942797125,2.7050898237995207,4.436270100834934,0.7400213448202568,1.3464454049123014
2401,HAL (OMIM:235800),16,418.915456731866,3.490962139432217,7.29322448560259,0.7400213448202568,1.325368456002177
2402,HAMP (OMIM:613313),55,7217.388105261868,4.860194010277352,9.181781892504443,0.00011361266494711034,1.639550505152514
2403,HARS1 (OMIM:614504),49,5897.157654851304,5.014589842560633,8.560302732564285,0.003026839092450528,1.5954727761644123
2404,HARS1 (OMIM:616625),40,4102.553924531942,5.259684518630696,9.120746959343741,0.00031792342844160594,1.8513111939733404
2405,HARS2 (OMIM:614926),21,1018.3192733700546,4.84913939700026,8.22219496418047,0.00028646054160766263,1.8082183318576839
2406,HAVCR2 (OMIM:618398),60,8477.234911949083,4.789398255338464,8.91369570763765,0.00020121163705395478,1.6191421414624048
2407,HAX1 (OMIM:610738),49,6000.203425114855,5.102213796866374,8.538405287845745,0.19758338043511225,1.563999581644952
2408,HBA1 (OMIM:617973),11,226.33884699129604,4.11525176347811,8.321678963128454,0.0016280014507058837,1.8329328874824429
2409,HBB (OMIM:603902),18,690.2159548700579,4.511215391307568,8.833953798763709,0.11812255668057281,1.8349309489419217
2410,HBB (OMIM:603903),83,16234.21440266041,4.770559624643083,8.825908033597525,0.004579526760532748,1.4491663524089082
2411,HBB (OMIM:613985),8,111.50316422003183,3.982255865001137,8.447204376234158,0.0012573389324259374,2.288988217841272
2412,HBB (OMIM:617971),11,226.33884699129604,4.11525176347811,8.321678963128454,0.0016280014507058837,1.8329328874824429
2413,HBB (OMIM:617980),6,67.75042415884245,4.51669494392283,8.604731182231806,0.011899953646921032,2.380668808743946
2414,HBG2 (OMIM:613977),22,1123.4139404609004,4.863263811519049,9.133679514606659,0.00027414783043571854,1.92967308719672
2415,HCFC1 (OMIM:309541),75,12990.724798581592,4.681342269759132,8.773172054520955,0.00037868868455093207,1.462656940723242
2416,HCK (OMIM:620296),56,6902.460992017496,4.482117527284088,8.876111216469623,0.014566809922073501,1.6094273024334658
2417,HCN1 (OMIM:615871),39,4104.975793945263,5.53977839938632,8.915644428508728,0.025418230699425857,1.871361404559522
2418,HCN1 (OMIM:618482),36,3012.6481853224477,4.781981246543568,8.544670865943266,0.0454015306599506,1.627662764822915
2419,HCN2 (OMIM:602477),14,401.9918122230751,4.417492442011814,7.826797065347226,0.03818176809348242,2.290397553584639
2420,HCN4 (OMIM:163800),50,7332.399443540635,5.985632198808681,9.043632319455332,8.736249828716642e-05,1.8570255575165806
2421,HCN4 (OMIM:613123),14,363.67730897506374,3.9964539447809204,7.367049985366581,0.0001849738499394851,1.7739334863225817
2422,HCN4 (OMIM:619521),22,1059.8227425342948,4.587977240408202,8.492577406218505,0.006897913965728082,1.6355348718600269
2423,HCRT (OMIM:161400),13,342.7615650686758,4.394379039341997,7.904495930201117,2.000000165480742e-10,2.2113669981953357
2424,HDAC4 (OMIM:600430),135,44030.15841176098,4.867900321919401,8.897573821460998,0.0003375709275285942,1.3838660761625592
2425,HDAC4 (OMIM:619797),161,64535.40489534763,5.010512802433822,8.885520883428894,0.0001473428281572063,1.3762653836442384
2426,HDAC6 (OMIM:300863),78,13657.74928062013,4.548035058481561,8.890705948247707,0.00017796557473134708,1.4532214977237161
2427,HDAC8 (OMIM:300882),171,73414.59413670967,5.050883669536269,8.995747773179575,0.0019071621965142454,1.5060740839765656
2428,HDAC9 (OMIM:620457),48,5426.51262121373,4.810738139373874,8.64749541931975,0.09547380747933107,1.5064183045862929
2429,HDC (OMIM:137580),25,1389.800953330004,4.632669844433346,8.26233326696386,0.04582841245223828,1.7295634894493048
2430,HEATR3 (OMIM:620072),166,68631.76206141835,5.01144666384946,9.075970962789722,0.00012113826840601775,1.5394480451382713
2431,HECTD4 (OMIM:620250),149,55320.74044163487,5.01729915124568,8.995747773179575,5.9439822204979764e-05,1.4783672811009991
2432,HECW2 (OMIM:617268),116,33581.73602550373,5.034743032309405,8.681575148541445,0.00015294580467822567,1.4561663978627972
2433,HELLS (OMIM:616911),37,2978.425112817684,4.472109779005531,8.561392742882122,0.08854697781472262,1.4380355519866814
2434,HEPACAM (OMIM:613925),65,9731.415123397663,4.6785649631719535,8.098737624374051,0.003231293569885766,1.3478945306422647
2435,HEPACAM (OMIM:613926),42,3888.247509167486,4.515966909602191,8.174197971277776,0.0037492558792137512,1.4635659788777131
2436,HEPHL1 (OMIM:261990),132,44673.541533017786,5.166960621445499,9.024457785200218,0.0002021111101970747,1.6489795484138121
2437,HERC1 (OMIM:617011),120,34957.40671014036,4.895995337554672,9.037924510461162,9.990668968290492e-05,1.4347671295250524
2438,HERC2 (OMIM:615516),88,19715.621494346553,5.150371341260855,8.645328388092759,0.0005543272741829107,1.546003211506392
2439,HES7 (OMIM:613686),83,16855.476979118648,4.953122826658433,8.944217142325229,2.000000165480742e-10,1.4708454331690235
2440,HESX1 (OMIM:182230),62,8759.501232292096,4.632205834104757,8.721546242408108,0.00025564093999664455,1.5300319653460783
2441,HEXA (OMIM:272800),52,5788.402158246193,4.365310828239965,8.374928385642754,0.21934253219841804,1.3931963104996241
2442,HEXB (OMIM:268800),141,49792.02270936898,5.044784469034345,9.26419003440818,0.0005285453535328031,1.4682071028123007
2443,HFM1 (OMIM:615724),25,1273.802620843838,4.246008736146127,7.161320445864485,0.0031921871577341157,1.4727040152203512
2444,HGD (OMIM:203500),94,21317.130369197384,4.87694586346314,9.113710627470535,0.001052594550388013,1.5255209775340977
2445,HGF (OMIM:608265),8,111.71408265858632,3.989788666378083,7.562010141463631,0.3980917516456417,1.8074678692780834
2446,HGSNAT (OMIM:252930),131,39180.01040110725,4.60129305943714,8.84939032163348,0.0006794167071612963,1.3731475496259682
2447,HGSNAT (OMIM:616544),37,3595.030868582263,5.397944247120515,8.267947591977599,0.00015500775417016222,1.6651121115780745
2448,HHAT (OMIM:600092),119,32941.93386428201,4.691914807617435,9.083108407316695,0.001137044764433523,1.3906582050931
2449,HIBCH (OMIM:250620),95,21276.092501768206,4.765082307226922,8.758319797340576,0.00045198453520349144,1.4818067923706535
2450,HID1 (OMIM:619983),103,26364.2262241637,5.018889439208776,8.964079417231831,0.00025564093999664455,1.4290840132075242
2451,HIKESHI (OMIM:616881),98,23396.02275315061,4.922369609331077,8.531389706511188,0.006829839193248843,1.3921399860122678
2452,HINT1 (OMIM:137200),42,4345.4838824950275,5.047019608008162,9.07858094540996,0.014527955659357088,1.77643210487454
2453,HIVEP2 (OMIM:616977),158,62653.827844442494,5.051505913443723,9.013265320832058,0.0005974451415905798,1.4488124700697749
2454,HJV (OMIM:602390),68,11120.048933262105,4.881496458850792,9.181781892504443,0.000334057395126325,1.5750009210648523
2455,HK1 (OMIM:235700),42,4353.532479884032,5.056367572455322,9.10780402719919,0.00027414783043571854,1.716793408742085
2456,HK1 (OMIM:605285),71,12508.417145094358,5.033568267643605,9.16883064934852,0.0006461379115094649,1.702005360111277
2457,HK1 (OMIM:617460),36,2958.5761960563023,4.696152692152861,8.447163633763404,0.00015500775417016222,1.5841854080570534
2458,HK1 (OMIM:618547),166,68569.16021188784,5.006875517479944,9.013265320832058,0.0005974451415905798,1.4350782370094992
2459,HKDC1 (OMIM:619614),16,552.604344797383,4.605036206644858,7.633543119457563,0.0004882882588597252,1.7246518229844747
2460,HLA-B (OMIM:106300),48,5265.194710574028,4.667725807246479,9.015857750596073,0.00012113826840601775,1.5932688417562053
2461,HLA-C (OMIM:177900),19,690.9597949400136,4.040700555204758,8.524413931973937,0.1963550609497507,1.6239396474529304
2462,HLA-DRB1 (OMIM:181000),154,62668.450208438524,5.3194508283200514,9.414855718305407,0.0010593010615682853,1.6237014990877199
2463,HLCS (OMIM:253270),69,11950.186665324525,5.093856208578229,8.904032694045698,0.0011777486855865352,1.6627904338455213
2464,HMBS (OMIM:176000),82,17207.447613616372,5.181405484377107,8.882181404693897,0.0001339273823782835,1.540986460176593
2465,HMBS (OMIM:620704),115,32498.831112589844,4.957868972172363,8.871048181542156,0.0011901076561597205,1.5135671230306846
2466,HMBS (OMIM:620711),63,10190.255505246896,5.217744754350689,8.527781053738916,0.001107639007670092,1.5836169182485769
2467,HMGA2 (OMIM:618908),25,1367.7395986717825,4.559131995572608,8.191514555043518,0.00015304849304319395,1.634019598868363
2468,HMGB3 (OMIM:300915),74,13265.02430627029,4.911153019722432,8.74832263769285,0.00017449449899708947,1.5550730820911067
2469,HMGCL (OMIM:246450),120,36601.77962573607,5.126299667470038,8.920777156318604,0.00016212543135581012,1.5726946861033329
2470,HMGCR (OMIM:620375),69,12458.46920464409,5.310515432499613,9.201838164682155,0.00776217953784919,1.6962566638163639
2471,HMGCS2 (OMIM:605911),51,7022.621365895053,5.507938326192198,9.051382881482878,0.0011777486855865352,1.7914012607556955
2472,HMOX1 (OMIM:614034),77,14446.120067398911,4.937156550717331,9.006143275766876,0.0014682314073178862,1.6692803077086753
2473,HMX1 (OMIM:612109),102,28286.30828708697,5.491420750744898,8.792919961093482,2.000000165480742e-10,1.5611220797048255
2474,HNF1A (OMIM:142330),22,938.29244195705,4.061872043104112,7.373283257848173,0.15218236216917064,1.3877508720722547
2475,HNF1A (OMIM:600496),10,182.68972045653686,4.059771565700819,7.436277632187154,0.7400213448202568,1.5504616791582777
2476,HNF1A (OMIM:612520),7,72.78827446042958,3.466108307639504,5.679613542349614,0.7400213448202568,1.1883055894446735
2477,HNF1B (OMIM:137920),109,31384.80751762012,5.3321113689466735,8.848900574908985,6.377830462530904e-05,1.5150104052647257
2478,HNF4A (OMIM:125850),12,265.883893606213,4.028543842518379,8.683283345347688,0.7400213448202568,1.6444059414345076
2479,HNF4A (OMIM:616026),62,9554.236338005112,5.052478232683824,8.825116156796453,4.6205325448638656e-05,1.5721399579456066
2480,HNMT (OMIM:616739),33,2261.8344588797927,4.283777384242032,8.232308486184055,0.0012599449808452711,1.5120495084808616
2481,HNRNPA1 (OMIM:610099),55,6962.507522389356,4.688557254134246,8.878424543526258,0.00025006395324224406,1.7737721356313538
2482,HNRNPA1 (OMIM:615424),40,4178.023320913982,5.356440155017926,9.49088577588546,0.00776217953784919,1.8745681268550687
2483,HNRNPA1 (OMIM:615426),22,1057.5499926583173,4.578138496356352,8.267356162014341,0.0029392195486610383,1.7007196415530452
2484,HNRNPA2B1 (OMIM:615422),37,2992.4262233937156,4.493132467558132,8.410217008535321,0.032029339691504094,1.6483154517286636
2485,HNRNPA2B1 (OMIM:620460),59,8014.496714652076,4.684100943689115,9.066535084087104,0.034298969772904774,1.5600329127427972
2486,HNRNPC (OMIM:620688),90,20279.601869216785,5.063571003549759,8.964079417231831,0.0002046419419841836,1.5893440633888904
2487,HNRNPDL (OMIM:609115),53,6662.0255199047615,4.834561335199392,8.910516496845053,0.046809713844374976,1.744362193496186
2488,HNRNPH1 (OMIM:620083),213,116172.27799014351,5.145375054927076,8.684926192303884,0.00022366396974664592,1.410746364653644
2489,HNRNPH2 (OMIM:300986),170,72544.68909233224,5.050100180461694,9.013265320832058,0.00015294580467822567,1.417358538128027
2490,HNRNPK (OMIM:616580),224,131462.86333239573,5.263567558151655,8.920555108316114,0.0001473428281572063,1.4147849886883785
2491,HNRNPR (OMIM:620073),209,111268.19309284956,5.119074028931245,9.721497917613123,0.00017796557473134708,1.4951466274702587
2492,HNRNPU (OMIM:617391),54,7106.865074488744,4.966362735491784,8.915644428508728,0.03818176809348242,1.7052880469073524
2493,HOGA1 (OMIM:613616),11,203.8874663355585,3.7070448424647005,6.504792203534826,0.36055313953333146,1.592772636741614
2494,HOMER2 (OMIM:616707),7,67.17848022202988,3.198975248668089,4.662535130851787,0.3980917516456417,1.227516412457778
2495,HOXA1 (OMIM:601536),40,3880.6350966107816,4.975173200783053,8.908375702652632,0.0001538606393905965,1.7022593221840687
2496,HOXA11 (OMIM:605432),80,16086.922872153862,5.09079837726388,8.940998850108699,0.014566809922073501,1.7454327345069467
2497,HOXA13 (OMIM:140000),129,41983.8547799371,5.085253728190056,8.512656468301795,0.00016616905487054265,1.6045199433381876
2498,HOXA13 (OMIM:176305),40,3559.13773408968,4.56299709498677,8.086212060322328,0.06954052325292323,1.6855737929634964
2499,HOXA2 (OMIM:612290),29,2037.62753693561,5.0187870367872165,8.250632090091834,0.004069281664496383,1.6627106598643564
2500,HOXB1 (OMIM:614744),84,16986.90329152459,4.872892510477508,8.789597491799528,0.0006217310747805367,1.4594931179205934
2501,HOXC13 (OMIM:614931),53,6576.67339089774,4.772622199490377,9.451389495834906,0.000609477969479842,1.5725609701894954
2502,HOXD10 (OMIM:192950),20,714.5229777527957,3.7606472513305036,7.377747257928152,0.0007631624041484902,1.9910632272339481
2503,HOXD13 (OMIM:113200),28,1353.5186233969494,3.5807370989337284,8.516334740945744,0.06954052325292323,1.6341492372323354
2504,HOXD13 (OMIM:113300),44,3934.5220330077254,4.15911419979675,8.265305371045107,0.00023318814708324207,1.5874097378029217
2505,HOXD13 (OMIM:186000),73,13819.099449459354,5.258409227343742,8.474164953389653,0.00017189252005425464,1.705507378598766
2506,HOXD13 (OMIM:186300),62,9320.886595374708,4.929078051493764,8.235229454872488,0.00017189252005425464,1.5632845231073487
2507,HOXD13 (OMIM:610713),22,977.6857410306276,4.232405805327392,7.490545676663069,0.5999878647423209,1.4726316773966197
2508,HPCA (OMIM:224500),37,2938.356611246671,4.41194686373374,7.8678489030056165,0.0878155377573282,1.3160063607043189
2509,HPD (OMIM:140350),52,5595.752022676614,4.220024149831533,8.619316289903745,0.006897913965728082,1.4030913881825622
2510,HPD (OMIM:276710),27,1570.6873033493393,4.47489260213487,8.487037851062736,0.0012599449808452711,1.7095473699125088
2511,HPDL (OMIM:619026),132,43517.65415802071,5.0332702010202075,8.810982838527247,0.0006461379115094649,1.4886235521970448
2512,HPDL (OMIM:619027),47,5812.571452974442,5.377031871391713,8.543512968774039,0.0010221449047190993,1.6183845444160039
2513,HPGD (OMIM:119900),6,51.41301428028929,3.4275342853526194,7.064995609442601,1.37722059021972,1.62845876632187
2514,HPGD (OMIM:259100),96,20940.869194546118,4.592295875996956,8.770061824175034,0.2711921911140702,1.4086117547508747
2515,HPRT1 (OMIM:300322),98,23167.090842218888,4.874203838043107,8.707931244436029,0.00037868868455093207,1.4362515187734066
2516,HPRT1 (OMIM:300323),30,1838.0228196984308,4.225339815398692,8.344014901653528,0.003867971210611443,1.6680729776605603
2517,HPS1 (OMIM:203300),107,27914.53818111867,4.9223308377920425,9.17761509528869,0.0011071255630869296,1.5758039113758224
2518,HPS3 (OMIM:614072),50,6084.629146133357,4.967044200925189,8.819405312839843,0.0001276219908651585,1.6571321690225629
2519,HPS4 (OMIM:614073),62,8993.8336318408,4.756125664643469,8.949866959185153,0.10425156032034069,1.5755099058634543
2520,HPS5 (OMIM:614074),63,9886.474522309396,5.062198936154324,8.949866959185153,0.021118882200204435,1.5916880082679044
2521,HPS6 (OMIM:614075),126,40524.64081349617,5.145986135047132,9.17761509528869,2.854372589682972e-05,1.5197590379546182
2522,HPSE2 (OMIM:236730),41,3951.935957379721,4.819434094365514,8.552763278981276,0.0001473428281572063,1.5285359691844855
2523,HR (OMIM:203655),15,377.33908002866383,3.593705524082513,6.860810567271029,0.6400582255495566,1.279368806973727
2524,HR (OMIM:209500),9,99.10348882711585,2.7528746896421072,4.490098704889935,0.8062828653583465,0.8870138320588207
2525,HRAS (OMIM:218040),240,148631.67841929646,5.182415565526376,9.114301019568448,2.000000165480742e-10,1.4297220862674898
2526,HRG (OMIM:613116),9,168.36487680465478,4.676802133462633,8.737878796413765,0.01472061401307408,2.0153836488610954
2527,HS2ST1 (OMIM:619194),222,123779.52837259936,5.045841114206488,8.770477618249148,0.00015294580467822567,1.3783637715439665
2528,HS3ST6 (OMIM:619367),40,3320.6660305560217,4.2572641417384895,8.423426295025552,0.00016212543135581012,1.465097133670232
2529,HS6ST1 (OMIM:614880),63,8756.717547928798,4.4837263430254986,8.493101860558808,0.0013598250934187413,1.4268241587874668
2530,HS6ST2 (OMIM:301025),90,20266.627644511496,5.060331496756928,8.693716861368696,0.00014468862235090667,1.527199767795771
2531,HSCB (OMIM:619523),29,2042.2224608363426,5.030104583340745,8.69062619923364,0.0012573389324259374,1.7222962350368385
2532,HSD11B1 (OMIM:614662),26,1552.4117305192478,4.776651478520763,8.798166976516942,0.000994346441968499,1.6707975147494416
2533,HSD11B2 (OMIM:218030),37,3388.8701730504445,5.088393653228896,8.899455483627488,0.004611210091315286,1.7288580973249457
2534,HSD17B10 (OMIM:300438),92,20413.59782076916,4.876635886471371,8.676638353011707,0.00037868868455093207,1.441387126225586
2535,HSD17B3 (OMIM:264300),19,805.5288193841816,4.710694850199892,8.970873122988424,0.000803149581822378,1.8834732324318153
